wgt,gender,age,ed_lvl,income_q,employed,rural,account,savings,loans,wages,transfers,pension,agri_sale,utilities,remittances,mobile,internet
0.62,2,38,3,5,1,2,1,1,0,1,4,4,4,1,1,1,1
1.39,1,15,1,1,2,1,0,0,1,4,4,4,4,1,5,1,2
2.42,1,55,1,1,1,2,1,0,1,4,4,4,4,4,1,1,2
0.87,1,28,1,1,2,1,1,0,0,4,4,4,4,4,5,2,2
0.88,2,50,1,3,1,2,1,0,0,2,4,4,4,2,5,1,2
0.58,2,20,2,5,2,1,1,0,1,4,4,4,4,4,5,1,1
0.48,2,25,3,4,1,1,1,1,1,4,1,4,4,1,1,1,1
0.28,2,22,2,3,1,1,1,0,1,4,4,4,1,4,5,1,1
1.67,1,19,1,1,2,1,0,0,0,4,4,4,4,4,5,1,2
1.03,2,60,1,5,2,2,1,0,1,4,4,4,4,2,5,2,2
1.94,2,40,1,5,1,1,1,1,1,1,4,4,4,2,5,1,1
1.91,2,30,2,5,2,2,1,0,1,4,4,4,4,4,5,1,1
0.73,1,34,1,1,1,1,1,0,1,4,1,4,4,3,5,1,2
1.1,1,47,1,3,2,2,0,1,1,4,4,4,4,2,5,1,2
0.59,1,30,1,1,2,1,1,0,0,4,4,4,4,2,5,1,2
1.05,1,65,1,1,2,1,0,0,0,4,4,4,4,4,5,2,2
0.22,2,22,2,2,1,1,1,0,0,4,4,4,4,4,5,1,1
0.4,2,35,3,5,1,2,1,1,0,4,4,4,4,4,5,1,1
0.5,1,37,1,2,1,1,1,0,0,3,4,4,4,2,5,2,2
0.98,1,26,1,1,2,1,1,0,0,4,4,4,4,4,5,1,2
0.58,1,45,1,2,1,1,1,0,0,1,4,1,4,2,5,1,1
1.08,1,30,1,1,2,1,0,0,1,2,4,4,4,2,5,2,2
0.63,1,35,1,4,2,2,0,0,0,4,4,4,4,4,5,1,2
0.4,2,55,2,2,2,1,1,0,0,4,4,4,3,4,5,2,2
1.21,1,45,1,3,2,1,1,0,0,4,4,4,4,2,5,1,2
1.03,1,55,1,2,2,1,1,0,0,4,4,4,2,4,5,1,2
0.22,1,23,2,4,2,1,0,0,0,4,4,4,4,4,5,1,1
0.83,2,19,2,4,1,1,1,1,1,3,4,4,4,1,5,1,1
1.23,2,15,2,5,2,1,0,0,0,4,4,4,4,4,5,2,2
0.87,1,28,1,4,1,2,0,0,1,3,4,4,4,2,5,2,2
0.74,1,38,1,4,2,1,1,1,1,4,4,4,1,4,1,1,2
0.44,1,22,2,5,2,2,0,0,0,4,4,4,4,4,5,1,1
0.73,1,45,1,5,1,1,1,0,1,4,3,4,4,4,5,2,2
1.25,2,45,1,5,1,2,0,0,1,4,4,4,4,4,4,1,2
0.75,1,50,1,5,1,1,1,1,1,4,1,4,4,4,5,1,2
1.62,2,23,2,4,1,1,0,0,0,4,4,4,4,4,5,1,1
0.76,2,35,1,2,2,1,0,0,0,4,4,4,4,2,5,2,2
0.55,2,30,2,2,1,1,1,0,1,4,4,4,4,2,5,2,2
1.57,1,35,1,3,2,1,1,0,0,4,4,4,4,2,5,2,2
1.58,1,16,1,5,2,2,1,0,0,4,1,4,4,4,5,1,1
2.42,1,23,1,2,2,2,0,0,0,4,4,4,4,4,4,1,2
1.38,1,40,1,4,1,1,1,1,1,4,4,4,4,2,5,1,2
1.38,1,60,1,1,2,1,1,0,0,4,4,1,4,2,5,2,2
0.46,1,65,1,4,2,1,1,0,0,4,1,4,1,4,2,2,2
0.53,1,28,2,2,1,2,1,0,0,4,4,4,4,4,5,1,1
0.33,2,18,2,5,1,1,1,0,1,4,4,4,4,4,5,1,1
0.37,1,28,3,4,1,1,1,0,1,4,4,4,4,4,5,1,1
0.7,2,49,1,1,2,2,1,1,0,4,4,4,4,4,5,1,2
1.41,1,34,1,1,2,1,0,0,0,4,4,4,4,2,5,2,2
1.36,2,26,1,2,1,2,1,0,0,4,4,4,4,4,5,2,2
0.72,2,55,1,5,1,2,1,0,0,4,4,4,4,4,5,2,2
1.27,2,19,2,5,2,2,0,0,0,4,4,4,4,4,5,2,2
0.82,2,19,2,5,2,1,1,0,0,4,3,4,4,4,5,1,1
0.39,2,30,3,4,1,2,1,1,1,4,4,4,4,1,5,1,1
0.88,1,40,2,5,2,2,1,0,0,4,4,4,4,3,5,1,2
1.72,2,56,1,4,1,1,1,0,0,3,4,4,4,4,5,1,2
1.17,1,30,1,4,1,2,1,0,1,4,4,4,4,4,5,1,2
0.25,1,23,3,2,1,1,1,0,0,4,4,4,4,2,5,1,1
1.56,1,27,1,4,2,2,1,0,1,4,4,4,4,4,5,1,2
0.9,2,28,1,5,1,2,1,0,0,4,4,4,4,4,5,1,1
0.74,1,35,1,1,1,1,1,1,0,4,4,4,4,1,5,2,2
0.22,2,40,2,3,2,1,1,0,0,4,4,4,4,2,5,1,1
0.74,1,35,1,2,2,1,1,0,0,4,1,4,4,3,5,1,2
0.83,1,40,1,1,1,1,1,0,0,4,4,4,4,5,5,1,2
1.73,1,25,1,3,1,1,1,0,1,4,4,4,4,4,5,1,2
0.82,2,43,1,5,1,2,1,0,0,4,4,1,4,4,5,1,3
0.96,2,22,2,5,2,1,1,0,0,4,4,4,4,4,5,1,1
2.05,1,22,1,2,1,1,1,0,1,4,4,4,4,4,5,2,2
0.96,1,41,1,1,2,1,1,0,1,4,4,4,4,2,5,2,2
0.41,2,30,2,1,1,2,0,0,1,2,4,4,4,4,5,1,2
0.32,2,21,2,3,2,2,1,0,0,4,4,4,4,4,5,1,1
0.84,2,22,1,3,1,2,0,0,1,2,4,4,3,4,5,1,1
0.41,1,45,2,4,2,1,1,0,0,4,4,4,4,4,5,2,2
0.7,2,35,2,5,1,2,1,0,0,4,4,4,4,4,5,2,2
0.35,2,50,2,1,1,2,1,0,1,4,4,4,4,4,5,1,2
0.7,2,43,2,1,1,1,1,0,1,4,1,4,4,4,3,1,2
2.42,1,60,1,1,2,1,1,0,1,4,1,4,4,2,5,1,2
0.82,2,23,2,1,1,1,1,0,0,4,4,4,4,4,5,1,1
0.9,1,55,1,1,2,2,1,0,1,2,4,4,4,2,5,2,2
1.7,2,30,2,5,1,1,1,0,0,4,4,4,2,4,5,1,1
1.75,2,70,1,1,2,1,1,0,1,4,4,4,2,3,5,1,2
0.64,2,18,2,3,1,2,1,1,1,4,1,4,4,4,2,1,1
0.59,1,33,1,2,1,1,1,0,1,1,1,4,2,4,3,1,2
1.75,2,22,1,2,2,2,0,0,0,4,4,4,4,4,5,2,2
1.67,1,58,1,4,1,1,1,0,0,4,4,4,1,2,5,2,2
0.22,2,45,3,5,1,2,1,1,0,4,4,4,4,2,5,1,1
1.1,2,30,1,1,2,2,0,0,0,4,4,4,4,4,5,1,2
1.25,1,40,1,1,1,1,1,0,1,4,4,1,4,4,3,1,2
0.22,2,29,3,5,1,1,1,0,0,1,4,4,4,1,1,1,1
0.22,1,47,2,3,2,1,1,1,1,4,3,4,4,2,1,1,2
1.67,2,17,1,2,1,1,1,0,0,4,3,4,4,4,5,1,1
1.5,2,35,1,1,2,1,1,1,1,2,4,4,4,4,2,1,1
0.32,1,30,1,4,2,1,1,0,1,2,1,4,4,4,5,1,2
0.72,2,32,2,1,1,1,1,1,0,1,4,4,2,2,5,1,1
0.41,1,20,2,2,2,1,1,0,0,4,1,4,4,4,5,1,1
0.61,2,40,1,3,2,2,1,0,1,4,4,4,4,4,5,1,2
0.92,1,28,2,3,1,2,1,0,1,4,4,4,4,4,5,2,2
1.45,2,55,1,5,1,1,1,0,1,1,4,1,4,1,3,1,1
1.93,1,57,1,4,1,2,1,0,0,1,4,1,4,2,5,2,2
0.4,1,29,2,2,2,1,0,0,0,4,4,4,4,4,5,1,2
1.13,1,30,1,3,1,2,1,1,1,1,4,4,4,1,5,2,2
0.28,2,35,2,3,1,1,1,0,1,4,4,4,4,4,5,1,2
0.59,1,15,2,2,2,1,1,1,1,4,1,4,4,2,3,1,2
0.87,1,25,1,4,2,1,0,0,0,4,4,4,4,4,5,1,2
1.07,1,45,1,3,1,1,1,0,0,4,4,3,4,4,5,2,2
0.72,2,32,1,4,1,1,1,0,1,4,4,4,2,4,5,1,2
0.54,1,42,1,4,1,1,1,1,1,3,4,4,4,1,5,1,2
1.24,2,17,2,5,1,2,1,0,1,4,4,4,4,4,3,1,1
2.42,1,17,1,1,1,2,0,0,0,4,4,4,4,4,5,2,2
0.37,2,49,2,4,1,1,1,0,0,4,3,4,4,3,5,1,1
1.87,2,23,2,5,2,1,1,0,0,4,4,4,4,4,5,1,1
1.11,1,35,1,2,2,1,1,0,1,4,4,4,4,4,5,1,2
2.42,2,53,1,2,1,1,1,0,0,4,4,4,4,4,5,2,2
0.72,1,45,1,1,2,2,1,0,0,4,4,1,4,2,5,2,2
1.15,1,35,1,2,1,2,1,1,1,1,4,4,4,1,5,1,3
0.37,1,50,1,4,1,2,1,1,1,2,1,4,4,2,5,1,2
0.6,1,31,3,5,1,2,1,1,0,4,4,4,4,4,5,1,1
1.13,1,30,1,5,1,2,1,1,1,1,4,4,4,1,5,1,2
1.05,1,21,1,4,1,2,1,0,0,4,4,4,4,4,5,1,2
2.42,2,49,1,5,1,2,1,1,1,4,4,4,4,4,5,1,2
0.96,1,28,1,2,1,1,1,1,1,4,3,4,4,4,5,1,2
1.04,2,31,1,3,1,2,1,0,0,4,4,4,4,4,5,1,1
0.4,2,40,1,4,2,1,0,0,0,4,4,4,5,4,4,2,2
1.43,2,31,1,2,1,1,1,0,1,1,1,4,4,1,5,1,1
0.72,1,26,1,3,2,1,1,0,0,4,4,4,4,4,5,2,2
0.25,2,58,3,1,1,1,1,0,1,1,4,4,4,2,5,1,2
0.81,1,35,1,1,1,1,1,1,1,2,4,4,4,4,4,2,2
0.62,2,58,1,2,2,1,1,0,1,4,4,4,1,2,5,2,2
2.2,2,42,2,3,1,1,0,0,1,4,4,4,4,2,5,1,2
0.49,2,28,2,4,1,2,1,0,0,4,4,4,4,4,5,1,2
0.84,1,60,1,2,2,1,1,0,0,4,4,4,4,4,5,1,2
0.81,1,35,1,4,1,1,1,0,0,4,4,4,4,4,5,2,2
0.56,1,33,1,4,2,2,1,1,1,4,4,4,4,4,5,1,2
0.28,2,32,2,4,1,1,1,1,1,4,4,4,4,4,1,1,1
0.97,2,47,1,1,1,2,0,0,0,4,4,4,2,4,5,2,2
0.28,2,39,2,3,2,1,1,0,0,2,1,4,4,4,5,1,2
2.42,1,19,2,5,2,2,1,0,1,4,4,4,4,4,5,1,1
1.08,1,32,1,2,2,1,1,1,0,4,4,4,4,4,5,1,2
0.82,1,35,1,2,2,1,1,0,0,4,4,4,4,2,5,1,2
1.56,1,29,1,5,2,2,1,1,1,4,4,4,4,1,1,1,1
1.03,1,60,1,2,2,1,1,0,0,4,4,4,4,4,5,2,2
1.21,2,42,1,4,1,1,0,0,0,4,4,4,4,4,4,1,2
0.84,1,38,2,4,1,1,1,1,1,4,3,4,4,4,5,1,1
0.68,1,65,1,5,1,2,1,0,0,4,4,2,4,4,5,1,2
2.42,2,27,1,5,1,2,1,0,1,2,4,4,2,4,5,1,1
0.99,1,24,1,2,2,1,1,0,0,4,4,4,4,4,5,2,2
0.7,2,24,3,5,2,2,1,0,0,4,4,4,4,4,5,1,1
2.42,1,32,1,3,1,2,1,0,1,2,4,4,4,2,5,1,2
0.45,2,38,2,5,1,1,1,1,1,1,4,4,4,1,1,1,1
0.22,2,18,2,4,2,1,0,0,0,4,4,4,4,4,5,2,2
0.89,1,45,1,2,1,1,1,1,1,4,4,4,4,2,5,1,2
1.28,1,18,2,5,1,2,0,0,1,4,4,4,4,4,5,1,1
1.84,2,38,1,1,1,2,1,0,1,1,4,4,1,4,3,1,1
0.75,1,49,1,3,1,1,0,0,0,4,4,4,4,4,1,1,2
1.59,2,20,3,5,1,2,1,1,0,1,4,4,4,1,5,1,1
0.41,1,21,3,2,1,1,1,0,0,2,4,4,4,2,5,1,1
0.22,2,41,3,1,1,1,1,0,1,4,4,4,4,2,5,1,1
2.11,2,50,1,4,2,2,0,0,1,5,4,4,4,4,5,2,2
1.86,1,22,2,3,1,1,0,0,1,4,4,4,4,4,5,2,2
0.96,2,29,2,5,1,2,1,0,1,4,4,4,4,4,1,1,1
1.09,2,20,1,5,2,1,0,0,0,4,4,4,4,2,5,2,2
0.52,2,30,3,5,1,2,1,1,0,1,4,4,4,2,1,1,1
0.34,2,19,2,2,1,1,0,0,1,4,4,4,4,4,5,1,2
0.55,1,42,1,3,1,1,1,0,1,1,1,4,4,4,5,1,2
2.42,1,16,1,1,1,2,0,0,0,4,4,4,4,4,5,1,2
1.48,1,16,1,1,2,1,0,0,0,4,4,4,4,4,5,1,1
0.92,2,35,1,2,2,2,1,0,0,4,1,1,4,4,5,1,2
1.46,2,20,1,4,2,1,0,0,0,4,4,4,4,4,5,2,2
1.97,2,22,2,4,1,2,1,1,1,1,4,4,3,1,1,1,2
0.99,1,22,1,1,2,2,1,0,1,4,4,4,4,2,5,2,2
2.07,2,15,1,4,2,2,0,0,1,4,4,4,4,4,5,2,2
0.22,2,19,3,4,1,1,1,0,1,4,4,4,2,2,4,1,1
1.42,2,28,1,4,2,1,1,0,0,4,4,4,2,4,5,2,2
0.56,2,25,1,4,2,2,1,0,0,4,4,1,4,4,5,2,2
0.59,1,72,2,5,2,2,1,1,0,4,4,4,4,2,5,1,2
0.33,2,19,2,4,2,1,1,1,1,2,4,4,1,2,3,1,1
0.88,1,30,3,5,1,1,1,1,1,4,4,4,4,4,1,1,1
0.35,1,45,2,3,1,2,1,0,1,4,4,4,4,2,5,1,1
1.25,1,40,1,1,2,1,1,0,1,4,4,4,4,4,5,1,2
1.48,1,58,1,2,1,1,1,0,1,4,4,4,4,4,5,2,2
1.18,1,18,2,4,2,2,1,0,0,4,3,4,4,4,5,1,1
0.95,2,30,2,3,1,1,0,0,0,4,4,4,4,4,5,1,2
0.69,2,49,2,4,1,1,1,0,0,4,4,4,4,4,2,2,2
0.25,2,25,3,5,1,1,1,0,0,4,3,4,4,4,5,1,1
1.18,2,76,1,2,1,1,1,0,0,4,1,1,4,4,5,1,2
1.1,1,33,1,2,2,2,1,0,0,4,1,4,4,4,5,2,2
1.83,2,28,1,1,1,1,1,0,0,2,4,4,4,2,5,1,2
0.6,2,47,1,5,1,1,1,0,0,1,4,4,4,1,5,1,1
0.28,1,26,3,4,2,2,0,0,0,3,4,4,4,4,5,1,1
0.71,2,28,2,5,1,2,1,0,0,4,4,4,4,4,5,1,1
0.62,1,50,1,1,2,2,0,0,0,4,4,4,4,4,5,2,2
1.84,1,40,1,2,1,1,1,0,0,4,4,4,4,4,5,2,2
1.78,1,67,1,4,1,1,1,0,0,1,4,1,4,4,5,2,2
0.33,2,43,2,3,1,1,1,0,1,2,3,3,2,4,5,2,2
0.43,2,17,2,4,2,1,0,0,0,4,4,4,4,4,4,1,1
0.57,1,24,2,3,2,1,1,0,1,4,5,4,4,4,5,1,1
1.18,2,20,3,5,2,2,1,1,0,4,4,4,4,4,5,1,1
0.73,2,29,1,1,2,1,1,0,0,4,4,4,4,4,5,1,2
0.71,2,35,1,5,2,2,0,0,0,4,4,4,4,4,5,2,2
1.73,1,18,1,3,1,1,0,0,0,4,4,4,4,2,5,2,2
0.81,2,49,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1
0.22,1,50,2,4,2,1,1,0,1,4,4,4,4,4,5,2,2
0.86,2,30,1,4,2,1,0,0,0,4,4,4,4,4,5,2,2
1.19,2,21,2,5,1,2,1,1,1,1,4,4,4,4,1,1,1
2.36,1,53,1,4,2,2,1,0,0,4,4,1,4,2,5,1,2
0.49,2,53,5,5,2,1,0,0,0,4,4,4,4,4,5,1,2
0.86,1,50,1,2,2,1,1,0,0,4,4,4,5,5,5,2,2
1.09,2,55,2,5,1,2,0,0,1,4,4,4,4,1,5,1,1
0.59,1,30,1,3,1,1,1,0,1,4,4,4,4,4,3,1,2
1.11,1,55,2,4,2,1,0,1,0,4,4,4,4,4,5,2,2
1.04,2,33,3,5,2,2,1,1,0,1,4,4,4,4,4,1,1
0.74,2,37,1,3,2,1,1,0,0,2,1,4,4,4,5,1,1
0.54,2,31,2,5,1,1,1,0,1,2,4,4,4,2,5,1,1
2.42,2,37,2,5,2,2,1,1,1,1,1,1,4,1,1,1,1
1.33,1,32,2,1,1,1,1,1,0,1,4,4,2,4,5,1,1
0.55,1,21,3,3,2,1,1,1,0,4,1,4,3,4,4,1,1
0.81,2,26,2,5,1,2,1,0,1,1,4,4,4,1,1,1,1
0.36,1,34,2,2,2,1,1,0,1,5,4,4,2,1,4,2,2
0.4,2,34,2,3,1,1,1,0,1,2,4,4,2,2,1,1,2
0.85,2,46,1,5,1,1,1,0,0,2,4,4,4,2,5,1,2
1.72,2,50,1,5,1,2,1,0,1,4,4,1,3,5,4,2,2
1.85,2,55,1,4,1,1,0,1,0,4,4,2,4,4,5,2,2
1.27,1,38,2,1,1,2,1,1,0,4,4,4,4,2,4,1,2
0.87,1,35,1,4,2,2,1,1,1,4,4,4,4,4,5,2,2
0.61,2,36,1,1,2,2,1,0,0,4,4,4,4,4,5,1,2
0.42,2,50,2,5,1,1,1,1,1,1,4,4,4,4,5,1,1
0.72,1,45,1,3,2,2,1,0,0,4,4,4,4,4,5,1,3
0.99,2,22,1,2,2,1,1,0,1,4,4,4,4,4,5,1,2
1.64,1,42,2,3,1,2,0,0,1,2,4,4,4,2,1,1,2
0.72,2,67,1,2,2,1,1,0,0,4,3,4,4,4,5,1,2
1.59,1,75,1,1,2,1,1,0,0,4,1,1,4,4,5,2,2
0.22,2,35,2,5,1,1,1,0,1,1,1,4,1,4,1,1,1
1.05,2,65,1,4,2,1,1,1,0,4,1,4,2,4,5,2,2
1.48,1,35,1,3,1,1,1,0,1,4,4,4,4,4,5,1,2
1.53,2,20,1,3,1,1,1,0,1,4,4,4,4,4,5,2,2
0.7,2,25,3,5,1,2,1,0,0,4,4,4,4,1,4,1,1
0.33,1,22,3,5,2,1,1,0,0,4,4,4,2,4,5,1,2
1.07,1,55,1,2,1,2,1,0,1,4,4,4,4,2,5,2,2
1.56,2,39,1,2,2,2,1,0,0,4,4,4,4,2,5,1,2
2.42,1,16,1,3,2,2,1,0,1,4,4,4,4,1,5,1,1
0.24,2,29,3,4,1,1,1,0,0,4,4,4,4,4,5,1,1
2.42,2,28,2,4,1,2,1,0,0,4,4,4,1,4,5,1,1
0.22,2,28,3,5,1,2,1,0,0,4,4,4,4,4,5,1,1
1.57,2,20,1,2,2,2,1,0,1,4,4,4,4,2,5,2,2
0.24,1,52,1,3,2,1,1,1,1,4,1,4,4,4,5,2,2
1.33,1,50,1,1,1,1,0,0,0,4,4,4,4,4,5,2,2
1.43,2,78,1,2,1,1,1,0,0,4,2,2,4,4,5,2,2
0.47,1,48,2,5,2,2,1,1,1,4,2,4,3,1,1,1,1
0.66,2,60,1,1,1,2,1,0,0,4,4,4,4,4,5,1,2
0.82,2,24,3,4,1,1,1,0,1,2,1,4,2,4,1,1,1
0.95,2,45,2,5,1,2,1,1,1,4,1,4,4,2,1,1,2
0.58,2,50,1,2,2,1,1,0,0,4,4,4,4,4,5,1,2
0.68,1,45,2,4,1,1,1,1,1,3,4,4,4,1,1,1,1
0.91,1,49,1,2,1,1,1,1,1,2,4,4,4,4,5,2,2
1.11,1,38,1,2,1,1,1,0,0,4,4,4,4,4,5,1,2
1.03,2,18,1,4,1,1,1,0,0,4,4,4,4,4,5,1,2
0.94,2,30,1,1,2,1,1,0,1,4,4,1,4,3,5,2,2
1.4,1,33,1,3,1,1,1,0,1,4,4,4,4,4,5,2,2
0.75,2,17,2,1,2,2,0,0,1,4,4,4,2,4,3,1,2
0.87,2,49,1,5,1,2,1,0,1,4,4,4,4,4,5,1,2
1.62,2,24,1,4,1,2,0,0,1,2,4,4,4,4,5,1,2
1.08,1,30,1,3,2,2,1,0,0,4,4,4,4,4,5,2,2
0.65,2,15,2,2,1,2,1,0,1,4,4,4,4,2,4,2,2
0.97,2,29,2,4,1,2,1,1,1,4,4,4,4,1,5,1,1
1.59,2,17,2,5,1,2,0,1,1,2,4,4,4,3,3,2,2
1.22,2,21,2,3,1,2,1,0,0,3,4,4,4,4,5,1,1
1.52,2,38,1,1,1,1,1,0,1,1,4,4,4,2,5,2,2
0.6,2,52,1,5,1,1,1,0,0,5,4,4,4,2,3,1,2
2.42,1,55,1,2,2,1,1,1,0,4,4,4,4,4,5,2,2
1.28,2,55,1,4,2,2,1,0,0,4,4,4,4,4,5,2,2
1.81,2,30,1,5,2,1,0,0,0,4,4,4,4,4,5,2,2
2.42,2,18,1,1,2,1,1,0,0,2,4,4,4,4,4,1,2
1.89,1,30,1,3,1,1,0,0,1,2,4,4,4,4,5,1,2
0.58,2,15,2,1,1,1,1,0,1,4,4,4,4,4,5,1,2
0.33,2,60,2,3,1,1,1,0,0,4,1,1,4,4,5,2,2
0.78,2,50,3,4,1,1,1,0,1,1,4,4,4,4,1,1,2
0.61,2,17,2,2,2,1,1,0,0,4,4,4,4,2,5,2,2
0.47,1,38,2,3,2,1,0,0,1,4,3,4,4,4,5,1,1
0.56,2,35,2,3,1,1,1,1,1,4,4,4,4,2,5,1,1
0.22,2,63,2,1,2,1,1,0,1,4,4,4,4,2,5,1,1
0.22,2,28,2,5,1,2,1,1,0,3,4,4,4,1,1,1,1
0.69,1,16,2,3,2,1,1,1,0,4,1,4,4,4,5,2,2
0.4,2,62,2,3,2,1,1,0,0,4,4,4,4,4,5,1,2
1.9,1,40,1,1,1,1,1,0,1,1,4,4,4,2,4,1,2
0.62,2,55,1,4,2,1,1,0,0,4,4,4,4,1,5,1,2
2.04,1,40,1,4,2,2,1,1,1,4,4,4,4,4,1,1,2
1.54,2,40,1,5,1,2,1,1,1,2,4,4,4,4,1,1,2
0.64,2,46,2,5,1,2,1,0,0,4,4,4,4,1,5,1,1
1.34,1,17,1,3,2,1,1,0,1,4,4,4,4,3,1,1,2
2.42,2,25,1,2,2,2,0,0,0,4,4,4,4,4,5,2,2
1.25,2,79,1,4,2,1,1,1,0,4,4,1,1,4,5,2,2
2.11,2,32,1,3,1,1,1,0,1,3,4,4,4,3,4,1,1
0.32,2,58,2,5,1,1,1,0,1,4,4,4,2,2,5,2,2
0.61,2,39,3,5,1,2,1,1,0,1,4,4,4,1,4,1,1
1.25,1,23,1,2,1,2,1,0,1,4,4,4,4,4,5,2,2
1.46,1,15,1,2,2,2,1,0,0,4,5,4,4,2,5,1,1
1.11,2,32,2,4,1,1,1,1,0,3,4,1,1,1,5,1,1
0.85,2,70,2,3,2,2,1,0,1,4,2,2,3,4,5,1,2
0.31,1,37,2,2,2,1,1,1,1,4,4,4,4,2,5,1,2
2.42,1,40,1,3,1,2,1,0,1,4,4,4,4,4,5,2,2
0.34,2,50,2,4,1,1,1,0,0,2,4,4,4,4,5,1,2
0.73,1,33,1,3,2,2,1,0,1,4,4,4,4,4,5,1,2
0.22,2,50,2,2,2,1,1,1,0,4,2,2,3,4,5,2,2
0.51,2,25,2,2,1,2,1,1,1,1,4,4,4,1,2,1,1
1.1,2,23,3,3,2,2,1,0,0,4,4,4,4,4,5,1,1
0.92,2,40,1,3,1,1,1,0,0,4,4,4,4,2,5,1,2
1.3,2,43,1,4,1,2,1,0,1,1,4,4,4,2,5,1,1
1.23,1,21,2,3,2,1,1,0,0,2,4,4,4,2,5,2,2
2.42,1,73,1,2,2,2,1,0,1,4,4,1,4,2,5,2,2
1.12,1,19,2,3,1,2,1,0,0,4,4,4,4,4,5,1,2
0.61,1,39,3,5,1,2,1,0,1,1,4,4,4,4,1,1,1
0.48,2,22,2,3,2,1,0,0,0,5,4,4,4,4,5,1,2
0.57,2,45,1,1,1,1,1,0,0,4,3,4,4,4,5,1,2
0.78,1,20,2,4,2,1,0,0,1,4,4,4,4,4,5,2,2
1.62,2,20,1,4,1,1,0,0,0,4,4,4,4,4,5,2,2
0.22,2,54,2,5,1,1,1,1,1,1,4,4,4,2,1,1,1
0.84,1,16,2,3,2,1,1,0,1,4,4,4,4,2,5,2,2
0.42,1,20,3,1,1,1,1,0,1,4,4,4,4,4,3,1,2
0.24,2,42,1,3,2,2,0,0,0,4,4,4,4,4,5,2,2
0.82,2,44,1,5,1,1,1,0,0,4,4,4,2,3,5,1,2
0.24,2,43,2,5,1,1,1,1,0,4,1,4,2,2,1,1,1
1.21,1,25,2,3,1,2,0,0,1,4,4,4,4,4,5,2,2
0.64,2,60,2,2,1,1,1,0,0,4,4,4,4,4,5,1,2
2.42,2,40,1,2,1,2,1,0,1,2,1,4,4,4,5,1,1
0.73,1,25,1,2,2,1,1,0,1,4,4,4,4,4,5,1,2
2.42,1,25,1,2,2,2,1,1,1,4,2,4,4,4,5,1,1
0.57,1,19,2,5,1,2,1,0,1,4,4,4,4,4,3,1,2
0.71,2,35,1,4,1,2,0,0,1,4,4,4,2,4,5,2,2
1.97,2,21,1,3,1,2,1,0,0,4,4,4,4,2,5,1,1
0.76,2,35,1,3,1,1,0,0,1,3,4,4,4,4,5,1,2
1.62,2,67,1,2,2,2,0,0,0,4,4,2,4,2,5,2,2
2.16,2,19,1,1,1,1,0,0,0,2,4,4,4,4,5,2,2
1.04,1,40,1,3,2,1,1,1,1,4,3,4,4,2,5,1,2
0.42,1,22,2,1,2,1,1,0,1,4,4,4,4,4,5,2,2
0.45,1,35,2,3,1,2,1,0,1,2,4,4,4,2,5,1,1
0.82,2,32,2,4,1,2,1,1,1,1,4,4,4,3,1,1,2
0.88,1,70,1,1,2,1,0,0,0,4,4,4,4,4,5,2,2
0.88,2,32,1,2,1,1,0,0,0,2,4,4,4,4,5,1,2
1.14,1,49,1,1,2,1,0,0,1,4,4,4,4,4,5,2,2
2.33,2,18,1,5,1,2,0,0,0,4,4,4,4,2,5,2,2
1.88,2,60,1,4,1,1,1,1,1,4,4,4,4,4,4,2,2
0.24,1,24,2,2,2,1,1,1,0,4,4,4,4,4,5,1,2
0.9,1,30,1,4,1,1,0,0,0,4,4,4,4,4,3,2,2
0.63,2,27,2,5,1,1,1,1,1,4,4,4,4,4,5,1,2
1.61,1,40,1,3,2,1,1,0,0,4,4,4,4,2,5,2,2
1.03,2,77,1,2,2,1,1,0,0,4,4,2,4,4,5,2,2
0.74,1,35,1,4,2,1,1,0,0,4,4,4,4,2,5,1,1
1.58,2,58,1,4,1,1,1,0,0,4,5,3,4,3,6,2,2
1.08,1,20,1,4,2,2,1,1,0,4,4,4,4,1,5,1,1
0.87,2,65,1,1,2,2,1,0,1,4,4,4,4,4,5,1,3
0.83,1,19,2,4,2,2,1,0,1,4,4,4,4,4,5,2,2
0.56,2,46,2,3,2,2,1,0,0,4,4,4,4,4,5,1,2
1.62,2,22,2,3,2,2,0,0,0,4,4,4,4,3,5,2,2
1.49,1,18,2,4,2,2,1,1,0,4,4,4,4,4,5,1,2
2.42,1,30,1,2,1,1,1,0,0,3,4,4,4,4,6,2,2
0.47,2,40,2,5,1,2,1,0,0,4,3,4,4,4,4,1,1
0.54,2,19,2,4,1,1,1,0,0,4,4,4,4,2,5,1,1
2.42,1,35,1,2,1,1,0,0,0,4,4,4,4,4,5,2,2
0.73,1,23,1,2,2,1,0,0,0,4,4,4,4,4,5,2,2
2.13,2,65,1,2,1,1,1,1,1,1,4,1,4,4,5,1,2
2.42,1,90,1,2,2,2,1,0,0,4,4,1,4,4,5,2,2
0.75,1,18,2,1,2,1,0,0,0,4,4,4,4,4,5,1,2
0.82,2,36,2,5,2,2,1,1,1,4,4,4,4,4,5,1,2
0.47,2,38,2,4,2,1,1,1,1,2,4,4,4,1,5,1,1
0.26,1,23,2,3,1,1,1,0,0,4,3,4,4,4,5,1,1
0.89,1,45,1,1,2,2,1,0,0,4,4,4,4,4,5,2,2
