wgt,gender,ed_lvl,income_q,employed,rural,account,savings,loans,wages,transfers,pension,agri_sale,utilities,remittances,mobile,internet,age_sqrt
0.33,1,0.5,0.0,0,0,1,1,1,0,1,1,1,0,1,1,1,0.36820210314246227
1.12,1,0.0,0.75,1,1,0,0,0,1,1,1,1,1,1,0,0,0.6601046208636034
0.43,1,0.5,1.0,1,1,1,0,0,0,1,1,1,1,1,0,0,0.14646429553945794
0.92,1,0.0,0.75,0,1,1,1,0,0,1,1,1,1,1,0,1,0.5060197771135149
0.48,1,0.0,0.0,0,0,1,0,1,1,1,1,1,1,1,0,1,0.6601046208636034
1.28,0,0.5,1.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.6746274918803921
0.61,1,0.0,0.0,0,0,1,0,1,0,1,1,1,1,1,0,1,0.33112562210789265
0.22,1,1.0,0.25,0,0,1,0,1,1,1,1,1,1,0,0,1,0.33112562210789265
1.49,0,0.5,0.5,1,1,0,0,0,1,1,1,1,0,1,1,1,0.02621703116207852
0.95,1,0.5,0.75,0,1,1,0,0,1,1,1,1,1,1,0,0,0.33112562210789265
0.99,0,0.0,0.5,1,1,1,0,1,1,1,1,1,0,1,0,1,0.1687231588989907
0.44,1,0.5,0.5,1,0,1,0,1,1,1,1,1,1,1,1,1,0.12366884299436665
2.42,1,0.0,1.0,0,0,0,0,0,0,1,1,1,1,0,0,1,0.21177201535847945
0.88,0,0.0,0.0,0,0,1,0,1,1,1,1,1,1,1,1,1,0.4041369452058934
0.86,1,0.0,0.25,0,0,1,0,0,1,1,1,1,1,1,0,1,0.33112562210789265
1.3,0,0.5,1.0,1,1,1,0,0,1,1,1,1,1,1,0,0,0.02621703116207852
0.53,0,0.5,0.0,0,0,1,0,0,0,1,1,1,1,0,0,1,0.42170787336756455
1.19,0,0.0,0.0,1,0,1,0,1,1,0,1,1,1,1,0,1,0.5852072483626012
0.8,1,0.5,0.75,0,0,0,1,0,1,1,1,1,1,1,1,1,0.36820210314246227
1.15,0,0.5,0.75,0,1,1,1,0,0,1,1,1,1,1,0,0,0.1687231588989907
0.5,1,0.5,0.25,0,0,1,0,1,1,1,0,1,1,1,0,1,0.8258364678460262
1.03,1,0.0,1.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0.6306164783589376
1.8,1,0.5,1.0,0,1,1,0,1,0,1,1,1,0,1,0,0,0.10029601612894867
0.58,1,0.5,0.75,0,1,1,0,1,0,1,1,1,0,1,0,1,0.3121237042552123
0.48,1,0.0,0.75,0,1,1,1,1,0,1,1,1,1,1,1,1,0.703252212097784
0.71,0,0.5,1.0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.02621703116207852
0.29,1,0.5,1.0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.47296560836944224
0.8,1,0.5,1.0,0,0,1,0,1,1,1,1,1,0,0,0,1,0.7725351978037429
2.08,0,0.0,0.75,0,1,1,0,1,0,1,1,1,1,0,0,1,0.33112562210789265
0.5,1,0.0,0.25,0,0,1,0,0,0,1,1,1,1,1,1,1,0.42170787336756455
2.42,0,0.5,0.5,1,1,1,0,0,1,0,1,1,1,1,1,1,0.02621703116207852
0.9,0,0.0,0.5,1,1,1,0,0,1,0,0,1,0,1,1,1,0.5060197771135149
1.84,1,0.0,0.5,1,0,0,0,0,1,1,1,1,1,1,1,1,0.48959864865397007
0.38,0,1.0,0.75,1,0,1,0,0,1,0,1,1,0,1,0,0,0.14646429553945794
1.33,0,0.0,1.0,0,1,1,1,1,0,1,1,1,1,1,0,1,0.48959864865397007
0.24,1,1.0,0.75,0,0,1,0,0,0,1,1,1,1,0,0,0,0.47296560836944224
0.59,0,0.0,0.0,1,0,1,0,1,1,1,1,0,1,0,0,1,0.36820210314246227
2.21,0,0.0,0.0,1,0,1,0,1,1,0,1,1,1,0,0,1,0.47296560836944224
0.82,1,0.5,0.5,1,0,1,0,1,1,1,1,1,0,1,0,1,0.1904816313028227
0.39,0,0.5,0.5,1,1,0,0,1,1,1,1,1,1,1,1,1,0.36820210314246227
0.59,0,0.0,0.75,1,0,1,1,1,1,1,1,1,1,1,1,1,0.8646924184089513
0.22,0,1.0,0.0,1,0,0,0,0,1,1,1,1,1,1,0,1,0.36820210314246227
0.57,1,0.0,0.25,0,0,1,0,1,1,1,1,1,1,0,1,1,0.7994079677421027
0.63,0,0.0,0.75,1,1,1,0,0,1,1,1,1,1,1,0,0,0.47296560836944224
2.42,0,0.0,1.0,1,1,1,0,1,1,1,1,1,1,1,0,1,0.8258364678460262
0.53,1,0.5,0.25,1,1,1,0,0,1,1,1,1,1,1,0,0,0.42170787336756455
0.46,1,0.5,0.5,0,1,1,0,1,0,1,1,1,0,1,0,0,0.42170787336756455
0.4,1,0.5,0.75,1,0,1,0,0,1,1,1,0,0,1,0,1,0.7725351978037429
0.64,1,0.0,0.0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.6601046208636034
0.66,1,0.5,1.0,0,1,1,0,0,1,1,1,1,1,1,0,0,0.3121237042552123
2.42,1,0.0,0.0,0,0,1,0,1,0,1,1,1,1,1,0,1,0.5060197771135149
0.62,0,0.5,0.0,0,0,1,0,1,1,1,1,1,1,1,0,0,0.5060197771135149
1.08,0,0.0,0.5,0,0,1,0,0,1,1,1,1,1,1,1,1,0.02621703116207852
0.6,1,0.5,1.0,0,1,1,0,0,1,0,1,1,1,1,1,1,0.21177201535847945
1.13,1,0.5,0.5,0,0,1,0,0,0,1,1,1,1,1,0,0,0.10029601612894867
0.87,1,0.0,0.5,1,0,1,0,1,1,1,1,1,1,1,1,1,0.9275106159838182
0.72,0,0.0,0.25,1,0,1,0,1,1,1,1,1,1,1,0,1,0.5852072483626012
1.6,0,0.0,0.5,1,0,1,0,0,1,1,1,1,1,1,1,1,0.2731103668336776
0.58,0,0.0,0.5,1,0,1,0,1,1,1,1,1,0,1,0,1,0.6601046208636034
2.24,0,0.0,0.5,1,0,1,1,1,1,1,1,1,1,0,0,1,0.33112562210789265
0.59,1,0.0,0.75,0,0,1,0,0,1,1,1,1,1,1,0,1,0.7313417492032841
1.36,1,0.0,0.75,0,0,1,0,0,0,1,0,1,1,1,0,1,0.7994079677421027
0.61,0,0.5,0.0,0,0,1,0,1,1,1,1,1,1,1,0,0,0.05162680166599842
1.55,0,0.0,0.5,1,1,1,0,0,1,1,1,1,0,1,1,1,0.7313417492032841
1.35,1,1.0,0.75,1,0,1,0,1,1,1,1,1,1,1,0,0,0.12366884299436665
0.88,0,0.0,0.0,0,0,1,0,1,0,0,1,1,0,1,0,1,0.33112562210789265
1.03,1,0.0,0.25,0,0,1,0,0,0,1,1,0,1,1,1,1,0.7313417492032841
1.07,0,0.0,0.25,1,0,1,0,0,1,1,1,1,1,0,1,1,0.6306164783589376
0.42,0,1.0,0.25,0,0,1,0,1,1,1,1,1,1,1,0,1,0.2326232808881239
0.82,0,0.5,0.25,1,0,1,0,1,1,1,1,1,1,1,0,0,0.25306152733850773
1.2,0,0.0,0.75,1,0,1,0,0,1,1,1,1,1,1,0,1,0.5382574152632154
0.64,0,0.5,1.0,0,1,1,1,1,0,0,1,1,1,0,0,0,0.29279124390711675
0.3,0,1.0,0.0,1,0,1,0,0,1,1,1,1,1,1,0,0,0.5382574152632154
0.64,0,0.0,0.0,1,0,0,0,1,1,1,1,1,1,1,0,1,0.34981339374796616
0.29,1,1.0,0.25,1,0,1,0,1,1,1,1,0,1,1,0,0,0.2326232808881239
0.53,1,0.5,0.5,0,0,1,0,1,0,0,1,1,1,0,1,1,0.7173620069087707
0.99,0,0.5,0.5,0,0,1,1,1,1,0,0,1,1,1,0,1,0.3121237042552123
0.48,1,0.5,0.75,0,1,1,1,0,1,1,1,1,0,1,0,0,0.42170787336756455
0.81,1,0.5,1.0,1,0,1,1,1,1,0,1,0,1,1,0,1,0.43902953061416916
1.75,1,0.0,0.25,0,0,1,0,0,1,1,1,0,1,1,0,0,0.8646924184089513
0.33,0,0.5,0.25,0,0,1,0,1,1,1,1,1,0,1,0,0,0.5852072483626012
0.96,1,0.5,1.0,0,1,1,1,1,1,1,1,0,0,0,0,0,0.5852072483626012
1.5,1,0.0,0.75,0,1,1,0,1,1,1,1,1,1,0,0,0,0.42170787336756455
1.88,1,0.0,1.0,0,0,1,1,1,0,0,0,1,0,1,1,1,0.6746274918803921
0.83,1,0.5,1.0,0,1,0,1,0,1,1,1,1,1,1,0,0,0.1687231588989907
0.56,1,0.5,0.25,0,1,1,1,1,1,0,1,1,1,1,0,1,0.12366884299436665
0.9,0,0.0,0.0,1,1,1,0,0,1,1,1,1,1,1,0,1,0.2326232808881239
1.67,1,0.0,0.75,0,0,0,0,0,1,1,1,0,1,1,1,1,0.0
0.99,0,0.0,0.5,1,1,0,0,1,1,1,1,1,1,1,1,1,0.25306152733850773
0.82,1,0.5,0.75,1,0,0,0,0,1,1,1,1,1,1,0,1,0.12366884299436665
1.18,1,0.5,0.75,1,1,1,0,0,1,1,1,1,1,1,0,0,0.10029601612894867
0.22,1,0.5,0.0,0,0,1,0,1,1,1,1,1,1,1,0,0,0.3121237042552123
1.14,1,0.0,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.6005073284792961
2.04,1,0.0,0.75,1,1,1,0,1,1,1,1,1,1,1,0,1,0.6005073284792961
0.53,1,0.5,0.5,0,1,1,1,1,1,1,1,1,1,1,0,0,0.4041369452058934
0.27,1,0.5,0.5,1,0,1,0,0,1,1,1,1,1,1,0,0,0.42170787336756455
1.34,0,0.0,0.75,1,1,1,0,1,1,1,1,1,1,1,0,1,0.33112562210789265
1.67,0,0.0,0.0,1,0,1,0,0,1,1,0,1,1,1,1,1,0.9275106159838182
0.64,1,0.5,0.75,1,0,1,0,0,1,0,1,0,1,1,0,1,0.7725351978037429
0.91,0,0.0,0.0,0,0,1,0,1,1,1,1,1,0,1,1,1,0.33112562210789265
0.35,0,1.0,0.75,1,1,0,1,0,1,1,1,1,0,1,0,0,0.758925044094688
0.96,1,0.0,0.0,1,0,0,0,0,1,1,1,1,0,1,1,1,0.6601046208636034
2.42,1,0.0,0.0,0,0,1,0,1,1,1,1,1,1,0,0,1,0.7994079677421027
0.61,1,0.5,0.75,0,0,0,0,0,1,1,1,1,1,1,0,1,0.12366884299436665
2.42,0,0.0,0.5,0,1,1,0,1,1,0,1,1,1,1,0,1,0.6601046208636034
0.73,0,0.0,0.5,0,0,1,0,1,0,1,1,1,1,1,0,1,0.33112562210789265
1.01,1,0.5,0.25,0,0,1,0,1,0,1,1,1,1,1,0,1,0.10029601612894867
0.87,0,0.0,0.5,1,0,1,0,0,1,1,1,1,1,1,1,1,0.2326232808881239
0.24,1,1.0,1.0,0,0,1,0,0,1,1,1,1,1,1,0,0,0.2731103668336776
0.69,0,0.5,0.5,0,0,1,0,0,1,1,1,1,1,1,0,1,0.25306152733850773
0.42,1,0.0,1.0,1,1,0,1,0,1,1,1,1,0,1,1,1,0.5852072483626012
1.05,1,0.5,1.0,0,1,1,0,0,0,1,1,1,1,0,0,0,0.25306152733850773
0.72,0,0.0,0.25,0,0,1,0,0,1,1,1,1,1,1,0,0,0.2731103668336776
0.22,1,1.0,0.25,0,0,0,0,0,1,1,1,1,1,1,0,1,0.36820210314246227
0.61,1,0.5,0.25,0,0,1,1,0,1,1,1,1,0,1,0,1,0.5060197771135149
1.18,0,0.0,0.5,1,1,1,0,1,1,1,1,1,1,0,1,1,0.21177201535847945
1.25,1,0.0,0.5,0,0,1,1,1,0,1,1,0,1,1,0,1,0.569736201709276
0.37,1,0.0,0.75,0,1,1,0,1,1,1,1,1,0,0,0,1,0.5852072483626012
0.22,0,0.5,0.75,0,0,1,0,0,1,1,1,1,1,1,0,1,0.2326232808881239
1.07,1,0.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,0.8258364678460262
0.61,1,0.0,0.5,0,0,1,0,1,1,0,1,1,1,1,0,1,0.25306152733850773
0.88,0,0.0,0.5,0,0,1,1,1,1,1,0,1,0,1,1,1,0.7860285196746162
1.18,1,0.0,0.25,0,0,0,0,0,0,1,1,1,1,1,1,1,0.6454357803402144
0.83,1,0.5,0.5,0,0,0,0,0,1,1,1,1,1,1,0,0,0.05162680166599842
1.1,0,0.0,0.0,0,0,1,0,1,0,1,1,1,1,1,1,1,0.33112562210789265
0.23,1,0.5,0.0,0,1,1,0,1,1,1,1,1,1,1,0,1,0.33112562210789265
1.38,0,0.0,0.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0.8646924184089513
0.39,0,0.5,1.0,0,1,1,0,0,1,0,1,1,1,1,0,1,0.0
0.75,0,0.0,0.5,1,1,0,0,0,1,1,1,1,0,1,1,1,0.33112562210789265
0.83,0,0.5,0.5,1,0,1,0,0,1,1,1,1,1,1,0,1,0.29279124390711675
0.22,1,0.5,0.25,0,0,1,0,0,1,1,1,1,1,1,0,1,0.5852072483626012
0.22,0,0.5,0.5,0,0,1,0,0,1,1,1,0,1,1,0,1,0.7451949701854257
0.53,1,0.5,0.25,0,1,0,0,0,1,1,1,1,1,1,0,0,0.6156419877437864
0.52,0,0.5,0.75,1,0,1,1,1,0,1,1,1,0,1,1,1,0.5382574152632154
0.56,1,0.0,0.5,0,1,0,0,0,1,1,1,1,0,1,1,1,0.33112562210789265
1.34,0,0.0,0.75,1,0,1,1,0,1,1,0,0,0,0,1,1,0.10029601612894867
0.73,0,0.0,0.75,1,1,0,0,0,1,1,1,1,1,1,1,1,0.2326232808881239
0.65,0,0.5,0.75,1,1,1,0,0,0,1,1,1,1,1,0,0,0.25306152733850773
0.62,1,0.0,0.25,0,1,1,0,0,1,1,1,1,1,1,1,1,0.42170787336756455
2.42,1,0.0,0.5,0,1,1,1,1,0,1,1,1,0,0,1,1,0.02621703116207852
0.61,1,1.0,1.0,0,0,1,0,0,1,1,1,1,0,0,0,0,0.29279124390711675
0.81,1,0.5,1.0,0,1,0,0,0,1,1,1,1,1,1,0,0,0.6156419877437864
0.22,1,1.0,0.5,0,0,1,0,0,1,1,1,1,1,1,0,0,0.29279124390711675
0.49,0,0.0,0.75,1,0,1,1,1,1,1,1,1,0,1,1,1,0.6306164783589376
0.55,0,0.5,1.0,0,1,1,0,1,1,0,1,0,0,0,0,1,0.07629958542132087
0.64,0,0.0,0.0,1,0,1,0,1,1,1,1,1,0,1,0,1,0.2326232808881239
1.14,0,0.0,0.0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.6601046208636034
0.8,1,0.0,0.5,0,0,1,0,1,1,1,1,1,1,1,0,1,0.6454357803402144
2.32,1,0.0,0.75,0,1,1,0,1,1,1,1,1,1,0,0,1,0.8646924184089513
1.59,0,0.0,0.25,1,0,1,0,0,1,1,1,1,1,1,1,1,0.7994079677421027
0.87,1,0.0,0.5,0,1,1,0,1,1,1,1,1,0,0,1,1,0.42170787336756455
0.62,0,0.0,0.25,0,1,1,0,0,1,1,1,1,1,1,0,1,0.33112562210789265
0.39,0,0.5,0.5,1,0,1,0,1,1,1,1,1,1,1,0,1,0.05162680166599842
2.42,0,0.0,0.25,0,1,1,0,1,1,1,1,1,1,1,1,1,0.25306152733850773
0.22,1,0.5,1.0,0,0,1,1,0,0,1,1,1,0,1,0,0,0.7451949701854257
1.22,0,0.5,0.5,1,1,1,0,0,1,1,1,1,1,1,0,0,0.02621703116207852
0.59,0,0.0,0.5,0,0,1,0,0,1,1,1,1,1,1,0,1,0.3121237042552123
0.24,0,1.0,0.5,1,0,1,1,0,1,1,1,1,1,1,0,0,0.5222368926363552
0.72,1,0.5,0.5,0,1,1,1,1,0,0,1,0,0,0,0,1,0.5852072483626012
0.88,1,0.5,0.75,1,1,1,1,0,1,0,1,1,0,1,0,0,0.12366884299436665
0.83,1,0.5,0.0,1,0,1,0,0,1,0,1,0,1,1,0,1,0.8258364678460262
1.15,0,1.0,0.25,1,0,0,0,0,1,0,1,1,1,1,0,1,0.5060197771135149
0.96,0,0.5,1.0,1,1,1,1,1,0,1,1,1,0,1,0,1,0.21177201535847945
0.88,0,0.5,1.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0.0
0.65,1,0.0,0.75,0,0,1,0,0,1,1,1,1,1,1,0,1,0.33112562210789265
1.59,0,0.0,0.25,1,0,1,0,0,1,1,0,1,1,1,1,1,0.7994079677421027
0.71,1,1.0,1.0,0,1,1,1,0,0,0,1,1,0,1,0,0,0.2731103668336776
0.28,0,0.5,0.5,0,1,1,0,1,1,1,1,1,0,1,0,0,0.5060197771135149
0.94,0,0.5,0.25,1,0,0,0,0,1,1,1,1,1,1,1,1,0.02621703116207852
0.71,1,0.5,0.25,1,1,1,1,0,1,0,1,1,0,0,0,0,0.8258364678460262
0.95,1,0.0,0.25,0,1,0,0,0,1,1,1,1,1,1,0,1,0.14646429553945794
0.92,0,0.5,0.0,1,0,1,0,0,1,0,1,1,1,1,1,1,0.10029601612894867
0.37,1,0.0,0.75,1,1,0,0,0,1,1,0,1,1,1,1,1,0.6306164783589376
1.06,0,1.0,0.75,1,0,0,0,0,1,1,1,1,1,1,0,1,0.7994079677421027
0.22,1,0.5,0.5,0,0,1,0,0,1,1,1,0,0,1,0,1,0.5852072483626012
1.4,1,0.5,1.0,0,1,1,1,1,1,1,1,1,1,1,0,0,0.7725351978037429
0.48,1,0.0,0.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0.6890086661848598
0.3,1,0.5,0.0,1,0,1,0,0,1,1,0,1,1,1,0,1,0.43902953061416916
0.29,0,0.5,0.5,1,0,0,0,0,1,1,1,1,0,1,0,1,0.02621703116207852
0.47,0,0.0,0.25,1,1,1,1,1,1,0,0,1,0,0,0,1,0.5060197771135149
0.9,0,0.0,0.5,1,1,1,0,1,0,1,1,1,0,1,1,1,0.7313417492032841
0.59,0,0.0,0.0,0,0,1,0,1,0,0,1,0,1,1,0,1,0.36820210314246227
0.82,1,0.5,1.0,0,1,1,1,1,1,1,1,1,0,0,0,1,0.5382574152632154
0.22,1,0.5,0.5,0,0,0,0,0,1,1,1,1,1,1,0,1,0.21177201535847945
0.61,0,0.0,0.0,1,0,1,1,1,0,1,1,1,1,1,0,1,0.43902953061416916
2.19,1,0.5,1.0,1,1,1,0,0,1,1,1,1,0,0,0,0,0.05162680166599842
1.9,0,0.0,0.25,0,1,1,1,0,0,1,1,1,1,1,0,1,0.43902953061416916
1.25,0,0.0,0.25,1,0,1,1,0,1,0,1,1,1,1,0,0,0.42170787336756455
2.13,1,0.0,0.0,1,0,1,1,1,0,0,1,0,1,1,1,1,0.07629958542132087
1.35,0,0.0,0.0,0,0,1,0,0,1,0,1,1,1,1,1,1,0.42170787336756455
0.7,0,1.0,1.0,1,1,1,1,0,1,1,1,1,0,1,0,0,0.2326232808881239
0.75,0,0.5,0.75,1,0,1,0,0,0,1,1,1,1,1,0,1,0.12366884299436665
0.92,0,0.0,0.25,1,1,1,0,0,1,0,1,1,0,1,0,0,0.29279124390711675
1.65,0,0.5,0.5,0,1,1,1,1,1,0,1,1,0,1,0,0,0.14646429553945794
1.49,1,0.0,1.0,1,1,0,0,1,1,0,0,1,0,1,1,1,0.07629958542132087
1.31,1,0.5,0.5,0,1,1,0,1,1,1,1,1,0,1,0,0,0.12366884299436665
0.62,0,0.5,1.0,1,0,1,0,0,1,1,1,1,0,1,1,1,0.05162680166599842
1.09,1,0.5,1.0,0,0,1,1,1,0,1,1,1,0,1,0,0,0.42170787336756455
1.13,0,0.0,1.0,1,0,0,0,0,1,1,1,1,1,1,1,1,0.2731103668336776
0.94,0,0.0,0.5,0,1,1,1,0,1,1,1,1,1,1,0,1,0.5540883258681659
1.43,1,0.0,0.5,0,0,1,0,1,1,1,1,1,1,0,1,1,0.7173620069087707
0.72,1,0.5,1.0,0,1,1,0,0,0,1,1,1,1,1,0,0,0.1687231588989907
0.82,0,0.0,0.5,0,0,1,0,0,1,1,0,1,0,1,1,1,0.5060197771135149
1.3,1,0.0,0.0,0,0,1,0,1,1,1,1,1,1,1,0,1,0.33112562210789265
1.34,0,0.0,0.0,1,0,0,0,0,1,1,1,0,1,1,1,1,0.0
2.16,1,0.0,0.0,0,1,1,0,0,1,1,1,1,1,1,0,1,0.2326232808881239
0.41,1,0.5,0.5,0,1,1,0,1,1,1,1,1,0,1,0,1,0.5060197771135149
0.95,1,0.0,0.75,0,1,0,1,1,1,1,1,1,1,0,0,0,0.25306152733850773
1.43,1,0.0,0.0,0,0,1,0,1,1,1,1,1,1,1,1,1,0.2731103668336776
2.42,1,0.0,0.5,0,1,1,0,0,0,1,1,1,1,1,0,1,0.14646429553945794
0.71,0,0.0,0.75,1,1,1,1,1,1,1,1,1,1,1,0,1,0.5382574152632154
0.44,0,1.0,0.5,1,0,1,1,0,1,1,1,1,0,0,0,0,0.7451949701854257
0.9,1,1.0,1.0,1,1,1,1,0,0,1,1,1,1,1,0,0,0.14646429553945794
0.57,0,0.0,0.0,1,1,1,0,1,1,1,1,1,1,0,1,1,0.6601046208636034
0.66,1,0.5,0.75,1,1,0,0,0,1,1,1,1,1,1,0,1,0.12366884299436665
1.93,1,0.0,1.0,1,0,0,0,0,1,1,1,1,1,1,0,0,0.2326232808881239
0.7,0,1.0,1.0,0,1,1,1,1,1,1,1,1,0,1,0,0,0.2731103668336776
0.29,0,0.5,0.0,1,0,0,0,1,1,1,1,1,1,1,0,1,0.2326232808881239
0.37,1,0.5,0.5,0,0,1,0,0,1,1,1,1,1,1,0,1,0.25306152733850773
1.0,1,0.0,0.0,1,0,1,0,1,0,0,1,1,1,1,0,1,0.42170787336756455
1.06,0,0.0,0.0,0,1,1,1,1,1,0,1,0,1,0,0,1,0.6306164783589376
0.89,0,0.5,0.75,1,0,1,0,1,1,1,1,1,0,1,1,1,0.1904816313028227
0.73,1,0.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,0.33112562210789265
1.51,1,0.5,0.75,1,0,0,0,0,1,1,1,1,1,1,0,0,0.10029601612894867
1.55,1,0.0,0.5,0,0,1,0,0,1,1,1,1,1,1,0,1,0.42170787336756455
0.53,0,0.5,0.75,1,1,1,0,0,1,1,1,1,1,1,0,1,0.36820210314246227
1.14,0,0.0,0.75,1,0,1,0,1,1,1,1,1,1,0,1,1,0.42170787336756455
2.42,0,0.0,0.25,1,1,1,0,0,1,0,0,1,1,1,1,1,0.8646924184089513
0.22,1,0.5,0.5,0,0,1,0,0,0,0,1,0,0,1,0,0,0.43902953061416916
0.81,1,0.0,0.75,0,0,0,0,0,1,1,1,0,1,1,0,1,0.43902953061416916
0.24,1,1.0,0.0,0,0,1,0,1,1,1,1,1,1,1,0,1,0.5852072483626012
0.73,1,0.5,0.5,0,1,1,1,1,0,1,1,0,0,1,0,1,0.7173620069087707
1.48,0,0.0,0.5,0,1,1,0,1,0,1,1,1,0,0,0,0,0.47296560836944224
1.02,0,0.0,1.0,1,1,1,0,0,1,1,1,1,1,1,0,1,0.5852072483626012
0.55,1,0.0,0.25,0,0,1,0,1,0,1,1,1,1,1,0,0,0.42170787336756455
0.29,0,1.0,0.0,1,0,1,1,0,1,1,1,1,1,0,0,0,0.3121237042552123
0.84,1,1.0,0.75,1,0,0,0,0,1,1,1,1,1,1,1,1,0.07629958542132087
0.75,1,0.0,0.75,1,1,1,0,0,0,1,1,1,0,1,0,1,0.5852072483626012
0.28,1,0.5,0.0,0,0,1,0,1,0,0,1,1,1,0,0,1,0.42170787336756455
1.45,1,0.5,0.75,1,0,1,0,0,1,1,1,1,0,1,0,0,0.07629958542132087
0.82,0,0.5,0.0,1,0,1,0,0,1,1,1,1,0,1,0,1,0.29279124390711675
0.45,1,0.5,0.5,0,0,1,1,1,0,0,1,1,0,0,0,0,0.5222368926363552
1.14,0,0.5,0.5,1,1,0,0,0,1,1,1,1,1,1,0,1,0.33112562210789265
0.26,1,1.0,1.0,1,0,1,1,0,0,0,1,1,1,1,0,0,0.1687231588989907
0.59,1,1.0,1.0,1,1,1,0,0,1,1,1,1,1,1,0,0,0.2326232808881239
0.97,0,0.0,0.0,0,0,1,0,0,0,1,1,1,1,1,1,1,0.6601046208636034
0.24,0,0.5,1.0,1,0,1,1,0,1,0,1,1,1,1,0,1,0.42170787336756455
0.22,0,0.5,0.5,1,0,1,0,1,1,0,1,1,1,1,0,1,0.42170787336756455
1.3,1,0.5,0.25,1,1,1,0,0,1,1,1,1,0,1,0,0,0.10029601612894867
1.25,1,0.0,0.25,0,0,1,0,0,0,1,1,1,1,1,0,1,0.5060197771135149
0.41,1,0.5,0.5,1,0,1,0,1,1,1,1,1,1,0,0,0,0.14646429553945794
1.3,1,0.0,0.0,0,0,1,0,1,0,1,1,1,1,0,0,1,0.6601046208636034
1.48,0,0.0,0.25,1,0,0,0,1,1,1,1,1,0,0,1,1,0.12366884299436665
0.82,1,0.0,0.5,1,0,0,0,0,1,1,1,1,1,1,0,1,0.42170787336756455
0.61,1,0.5,0.25,0,0,1,0,1,1,1,1,1,0,0,0,0,0.14646429553945794
0.52,1,0.5,0.0,0,1,1,0,1,1,0,0,1,0,0,0,1,0.8388908497317262
0.52,1,0.0,0.75,1,0,1,0,1,1,1,1,1,1,0,0,1,0.5060197771135149
0.96,0,0.0,1.0,0,1,1,1,1,0,1,1,1,0,1,0,1,0.42170787336756455
1.18,1,0.0,0.0,0,0,1,0,1,1,1,1,1,1,1,0,1,0.5852072483626012
1.72,1,0.0,0.25,0,0,1,0,0,1,1,1,1,1,1,0,1,0.703252212097784
1.32,1,0.5,0.5,0,0,1,0,1,0,1,1,1,0,1,0,0,0.2326232808881239
0.99,1,0.0,0.0,1,0,1,1,0,0,1,1,1,0,1,0,1,0.8388908497317262
0.85,0,0.0,0.0,0,0,1,0,1,1,1,1,1,1,1,1,1,0.6890086661848598
0.88,0,1.0,1.0,0,1,1,1,1,0,1,1,1,0,0,0,0,0.43902953061416916
1.41,1,0.5,0.0,0,1,1,0,0,0,1,1,1,0,1,0,1,0.7313417492032841
0.84,1,0.0,0.0,0,0,1,1,0,1,1,1,1,1,1,1,1,0.7994079677421027
1.28,1,0.5,0.75,0,1,1,1,0,1,1,1,1,1,1,0,1,0.7313417492032841
0.91,1,0.0,1.0,1,1,1,0,1,1,0,1,1,1,1,0,1,0.5060197771135149
0.72,1,0.5,0.75,1,0,0,0,0,1,1,1,1,0,1,0,0,0.29279124390711675
0.51,1,0.0,1.0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.45611223411086277
0.22,1,0.5,0.25,0,0,1,0,1,0,0,0,1,1,0,0,1,0.7994079677421027
0.36,1,0.5,0.75,0,0,1,1,1,1,1,1,1,0,1,0,0,0.2326232808881239
1.87,1,0.5,1.0,0,0,1,0,1,1,1,1,1,1,0,0,0,0.10029601612894867
0.78,1,0.0,1.0,0,1,1,0,1,0,1,1,1,0,0,0,0,0.47296560836944224
1.62,1,0.0,0.25,1,0,1,0,1,1,1,1,1,1,1,1,1,0.2326232808881239
0.92,1,0.0,0.5,0,0,1,0,0,1,1,1,1,1,1,1,1,0.42170787336756455
0.83,1,0.0,0.5,0,0,1,1,1,1,0,1,0,0,0,0,0,0.42170787336756455
0.22,0,0.5,0.5,1,0,0,1,1,1,1,1,1,1,1,1,1,0.5060197771135149
0.51,1,1.0,1.0,0,1,1,1,0,1,1,1,1,1,0,0,0,0.5852072483626012
0.97,1,0.5,1.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0.02621703116207852
1.38,1,0.0,0.25,0,0,1,0,1,1,1,0,1,0,1,0,1,0.7313417492032841
0.22,1,1.0,1.0,1,0,1,0,0,1,1,1,1,0,1,0,0,0.7313417492032841
1.3,1,0.0,0.0,0,0,1,0,1,0,1,1,1,1,1,1,1,0.25306152733850773
0.76,0,0.0,0.25,1,1,0,0,0,1,1,1,1,1,1,1,1,0.5060197771135149
